ID,Reason.for.absence,Month.of.absence,Day.of.the.week,Seasons,Transportation.expense,Distance.from.Residence.to.Work,Service.time,Age,Work.load.Average.day,Hit.target,Disciplinary.failure,Education,Son,Social.drinker,Social.smoker,Pet,Weight,Height,Absenteeism.time.in.hours
12,19,7,6,1,233,51,1,31,19,93,0,2,1,1,0,8,68,178,2
34,8,5,4,3,118,10,10,37,5,99,0,1,0,0,0,0,83,172,3
30,19,3,3,2,157,27,6,29,35,95,0,1,0,1,1,0,75,185,3
25,25,2,2,2,235,16,8,32,18,97,0,3,0,0,0,0,75,178,3
13,0,3,4,2,369,17,12,31,9,98,1,1,3,1,0,0,70,169,0
6,19,2,5,2,189,29,13,33,29,99,0,1,2,0,0,2,69,167,8
27,23,9,3,1,184,42,7,27,8,92,0,1,0,0,0,0,58,167,2
18,23,8,5,1,330,16,4,28,12,93,0,2,0,0,0,0,84,182,16
34,28,8,3,1,118,10,10,37,12,93,0,1,0,0,0,0,83,172,5
28,7,2,4,2,225,26,9,28,13,96,0,1,1,0,0,2,69,169,1
3,27,2,6,2,179,51,18,38,13,96,0,1,0,1,0,0,89,170,3
36,0,3,5,3,118,13,18,50,9,98,1,1,1,1,0,0,98,178,0
3,11,2,4,2,179,51,18,38,29,99,0,1,0,1,0,0,89,170,8
24,26,2,5,2,246,25,16,41,13,96,0,1,0,1,0,0,67,170,8
25,25,3,2,2,235,16,8,32,2,99,0,3,0,0,0,0,75,178,3
22,13,6,2,1,179,26,9,30,23,96,0,3,0,0,0,0,56,171,3
33,19,4,4,3,248,25,14,47,11,91,0,1,2,0,0,1,86,165,8
34,23,6,2,3,118,10,10,37,15,95,0,1,0,0,0,0,83,172,3
20,13,3,6,2,260,50,11,36,35,95,0,1,4,1,0,0,65,168,40
33,28,4,6,3,248,25,14,47,33,96,0,1,2,0,0,1,86,165,8
10,7,5,2,3,361,52,3,28,5,99,0,1,1,1,0,4,80,172,8
34,10,4,4,3,118,10,10,37,11,91,0,1,0,0,0,0,83,172,2
3,27,2,3,2,179,51,18,38,18,97,0,1,0,1,0,0,89,170,2
15,12,11,6,4,291,31,12,40,26,97,0,1,1,1,0,1,73,171,4
20,28,3,6,2,260,50,11,36,9,98,0,1,4,1,0,0,65,168,4
36,23,3,6,3,118,13,18,50,9,98,0,1,1,1,0,0,98,178,2
18,26,7,3,1,330,16,4,28,24,98,0,2,0,0,0,0,84,182,8
23,22,3,3,2,378,49,11,36,9,98,0,1,2,0,1,4,65,174,8
3,28,12,6,4,179,51,18,38,4,93,0,1,0,1,0,0,89,170,1
28,27,1,4,2,225,26,9,28,31,95,0,1,1,0,0,2,69,169,2
36,13,6,4,3,118,13,18,50,36,94,0,1,1,1,0,0,98,178,80
34,28,5,2,3,118,10,10,37,10,99,0,1,0,0,0,0,83,172,1
13,23,10,3,4,369,17,12,31,27,91,0,1,3,1,0,0,70,169,8
22,27,4,6,3,179,26,9,30,11,91,0,3,0,0,0,0,56,171,2
3,28,6,2,3,179,51,18,38,15,95,0,1,0,1,0,0,89,170,4
34,23,11,2,4,118,10,10,37,22,93,0,1,0,0,0,0,83,172,8
3,13,3,3,2,179,51,18,38,35,95,0,1,0,1,0,0,89,170,24
26,14,8,5,1,300,26,13,43,21,94,0,1,2,1,1,1,77,175,2
36,23,10,5,4,118,13,18,50,20,88,0,1,1,1,0,0,98,178,1
24,10,2,6,2,246,25,16,41,13,96,0,1,0,1,0,0,67,170,24
15,23,11,5,4,291,31,12,40,30,93,0,1,1,1,0,1,73,171,5
3,27,3,4,3,179,51,18,38,2,99,0,1,0,1,0,0,89,170,3
7,0,11,3,4,279,5,14,39,26,97,1,1,2,1,1,0,68,168,0
3,23,9,4,4,179,51,18,38,8,92,0,1,0,1,0,0,89,170,3
3,5,6,4,1,179,51,18,38,15,95,0,1,0,1,0,0,89,170,8
33,23,11,2,4,248,25,14,47,26,97,0,1,2,0,0,1,86,165,2
21,11,8,5,1,268,11,8,33,21,94,0,2,0,0,0,0,79,178,8
27,23,1,5,2,184,42,7,27,31,95,0,1,0,0,0,0,58,167,2
22,13,12,3,4,179,26,9,30,25,98,0,3,0,0,0,0,56,171,16
24,0,3,5,3,246,25,16,41,9,98,1,1,0,1,0,0,67,170,0
14,28,2,5,2,155,12,14,34,29,99,0,1,2,1,0,0,95,196,2
1,26,10,2,4,235,11,14,37,20,88,0,3,1,0,0,1,88,172,4
22,27,3,6,2,179,26,9,30,2,99,0,3,0,0,0,0,56,171,3
10,10,10,2,4,361,52,3,28,20,88,0,1,1,1,0,4,80,172,8
3,27,2,4,2,179,51,18,38,13,96,0,1,0,1,0,0,89,170,3
33,23,10,4,4,248,25,14,47,14,93,0,1,2,0,0,1,86,165,2
22,18,7,5,1,179,26,9,30,24,98,0,3,0,0,0,0,56,171,8
25,10,5,2,3,235,16,8,32,5,99,0,3,0,0,0,0,75,178,8
13,13,7,2,1,369,17,12,31,19,93,0,1,3,1,0,0,70,169,80
10,22,7,4,1,361,52,3,28,19,93,0,1,1,1,0,4,80,172,8
28,19,4,5,3,225,26,9,28,11,91,0,1,1,0,0,2,69,169,8
28,22,7,4,1,225,26,9,28,19,93,0,1,1,0,0,2,69,169,8
11,26,7,4,1,289,36,13,33,24,98,0,1,2,1,0,1,90,172,8
33,14,11,5,4,248,25,14,47,22,93,0,1,2,0,0,1,86,165,4
3,11,7,4,1,179,51,18,38,7,97,0,1,0,1,0,0,89,170,1
11,19,10,5,4,289,36,13,33,20,88,0,1,2,1,0,1,90,172,16
17,25,1,4,2,179,22,17,40,32,96,0,2,2,0,1,0,63,170,2
28,23,10,4,4,225,26,9,28,14,93,0,1,1,0,0,2,69,169,2
5,26,8,3,1,235,20,13,43,12,93,0,1,1,1,0,0,106,167,8
15,28,4,4,3,291,31,12,40,33,96,0,1,1,1,0,1,73,171,1
22,13,3,5,2,179,26,9,30,35,95,0,3,0,0,0,0,56,171,8
3,11,5,3,3,179,51,18,38,37,92,0,1,0,1,0,0,89,170,1
28,7,3,2,2,225,26,9,28,2,99,0,1,1,0,0,2,69,169,8
22,27,4,6,3,179,26,9,30,11,91,0,3,0,0,0,0,56,171,2
33,23,8,4,1,248,25,14,47,21,94,0,1,2,0,0,1,86,165,1
3,28,3,2,2,179,51,18,38,9,98,0,1,0,1,0,0,89,170,2
20,28,2,6,2,260,50,11,36,29,99,0,1,4,1,0,0,65,168,2
33,0,10,6,4,248,25,14,47,20,88,1,1,2,0,0,1,86,165,0
10,19,4,3,3,361,52,3,28,11,91,0,1,1,1,0,4,80,172,8
15,28,5,5,3,291,31,12,40,5,99,0,1,1,1,0,1,73,171,2
3,27,3,2,2,179,51,18,38,2,99,0,1,0,1,0,0,89,170,3
24,28,7,3,1,246,25,16,41,3,92,0,1,0,1,0,0,67,170,2
13,23,10,3,4,369,17,12,31,27,91,0,1,3,1,0,0,70,169,3
28,12,12,2,4,225,26,9,28,4,93,0,1,1,0,0,2,69,169,3
15,0,10,3,4,291,31,12,40,20,88,1,1,1,1,0,1,73,171,0
28,28,4,6,3,225,26,9,28,33,96,0,1,1,0,0,2,69,169,2
20,28,11,6,4,260,50,11,36,30,93,0,1,4,1,0,0,65,168,4
11,24,11,4,4,289,36,13,33,22,93,0,1,2,1,0,1,90,172,8
24,28,6,6,1,246,25,16,41,15,95,0,1,0,1,0,0,67,170,2
33,28,11,2,4,248,25,14,47,30,93,0,1,2,0,0,1,86,165,1
3,25,8,5,1,179,51,18,38,12,93,0,1,0,1,0,0,89,170,4
15,28,9,5,1,291,31,12,40,17,87,0,1,1,1,0,1,73,171,2
28,23,2,3,2,225,26,9,28,29,99,0,1,1,0,0,2,69,169,2
11,23,8,3,1,289,36,13,33,21,94,0,1,2,1,0,1,90,172,4
2,0,6,2,3,235,29,12,48,23,96,1,1,1,0,1,5,88,163,0
22,25,5,2,3,179,26,9,30,10,99,0,3,0,0,0,0,56,171,2
13,10,5,2,3,369,17,12,31,10,99,0,1,3,1,0,0,70,169,8
18,11,6,3,1,330,16,4,28,15,95,0,2,0,0,0,0,84,182,1
14,1,3,2,2,155,12,14,34,35,95,0,1,2,1,0,0,95,196,16
1,7,4,6,3,235,11,14,37,33,96,0,3,1,0,0,1,88,172,3
3,28,6,2,3,179,51,18,38,15,95,0,1,0,1,0,0,89,170,24
1,14,12,3,2,235,11,14,37,4,93,0,3,1,0,0,1,88,172,4
5,13,12,3,2,235,20,13,43,4,93,0,1,1,1,0,0,106,167,8
34,26,7,6,1,118,10,10,37,24,98,0,1,0,0,0,0,83,172,4
36,0,9,3,4,118,13,18,50,8,92,1,1,1,1,0,0,98,178,0
18,26,4,6,3,330,16,4,28,6,98,0,2,0,0,0,0,84,182,4
15,28,7,5,1,291,31,12,40,3,92,0,1,1,1,0,1,73,171,1
28,28,10,3,4,225,26,9,28,14,93,0,1,1,0,0,2,69,169,2
1,0,3,5,3,235,11,14,37,9,98,1,3,1,0,0,1,88,172,0
36,28,10,5,4,118,13,18,50,20,88,0,1,1,1,0,0,98,178,1
10,22,12,4,4,361,52,3,28,16,97,0,1,1,1,0,4,80,172,8
36,14,3,3,3,118,13,18,50,9,98,0,1,1,1,0,0,98,178,3
3,27,2,4,2,179,51,18,38,13,96,0,1,0,1,0,0,89,170,3
14,18,1,3,2,155,12,14,34,31,95,0,1,2,1,0,0,95,196,8
15,23,11,2,4,291,31,12,40,26,97,0,1,1,1,0,1,73,171,1
18,23,4,4,3,330,16,4,28,6,98,0,2,0,0,0,0,84,182,8
34,5,7,6,1,118,10,10,37,24,98,0,1,0,0,0,0,83,172,8
3,27,2,5,2,179,51,18,38,18,97,0,1,0,1,0,0,89,170,2
28,23,1,4,2,225,26,9,28,34,100,0,1,1,0,0,2,69,169,5
7,14,3,2,2,279,5,14,39,35,95,0,1,2,1,1,0,68,168,8
11,22,2,6,2,289,36,13,33,29,99,0,1,2,1,0,1,90,172,8
10,22,12,4,4,361,52,3,28,16,97,0,1,1,1,0,4,80,172,8
1,25,11,5,4,235,11,14,37,26,97,0,3,1,0,0,1,88,172,2
3,27,1,4,2,179,51,18,38,32,96,0,1,0,1,0,0,89,170,3
33,14,3,6,3,248,25,14,47,35,95,0,1,2,0,0,1,86,165,3
3,27,3,2,2,179,51,18,38,2,99,0,1,0,1,0,0,89,170,2
14,18,12,3,2,155,12,14,34,25,98,0,1,2,1,0,0,95,196,80
20,28,3,6,2,260,50,11,36,35,95,0,1,4,1,0,0,65,168,4
11,19,3,2,3,289,36,13,33,2,99,0,1,2,1,0,1,90,172,104
2,18,8,2,1,235,29,12,48,1,92,0,1,1,0,1,5,88,163,8
15,28,6,5,3,291,31,12,40,23,96,0,1,1,1,0,1,73,171,2
28,25,3,5,2,225,26,9,28,2,99,0,1,1,0,0,2,69,169,2
11,19,7,5,1,289,36,13,33,24,98,0,1,2,1,0,1,90,172,8
22,27,4,6,3,179,26,9,30,11,91,0,3,0,0,0,0,56,171,2
28,23,11,4,4,225,26,9,28,30,93,0,1,1,0,0,2,69,169,1
17,25,8,3,1,179,22,17,40,12,93,0,2,2,0,1,0,63,170,8
11,24,8,3,1,289,36,13,33,1,92,0,1,2,1,0,1,90,172,8
36,28,12,3,4,118,13,18,50,4,93,0,1,1,1,0,0,98,178,1
12,12,2,4,2,233,51,1,31,18,97,0,2,1,1,0,8,68,178,3
34,23,9,2,1,118,10,10,37,8,92,0,1,0,0,0,0,83,172,4
24,10,6,6,3,246,25,16,41,36,94,0,1,0,1,0,0,67,170,8
20,0,9,2,4,260,50,11,36,8,92,1,1,4,1,0,0,65,168,0
10,23,10,6,4,361,52,3,28,14,93,0,1,1,1,0,4,80,172,1
24,14,4,6,3,246,25,16,41,33,96,0,1,0,1,0,0,67,170,8
16,7,6,4,3,118,15,24,46,23,96,0,1,2,1,1,0,75,175,8
3,23,9,3,1,179,51,18,38,8,92,0,1,0,1,0,0,89,170,3
24,28,9,3,1,246,25,16,41,17,87,0,1,0,1,0,0,67,170,1
27,7,5,4,3,184,42,7,27,37,92,0,1,0,0,0,0,58,167,4
28,23,10,3,4,225,26,9,28,27,91,0,1,1,0,0,2,69,169,4
6,11,7,5,1,189,29,13,33,7,97,0,1,2,0,0,2,69,167,8
20,26,12,6,4,260,50,11,36,16,97,0,1,4,1,0,0,65,168,8
11,22,1,5,2,289,36,13,33,31,95,0,1,2,1,0,1,90,172,3
33,23,8,4,1,248,25,14,47,1,92,0,1,2,0,0,1,86,165,2
11,19,8,6,1,289,36,13,33,21,94,0,1,2,1,0,1,90,172,8
10,8,8,3,1,361,52,3,28,21,94,0,1,1,1,0,4,80,172,8
20,26,3,2,2,260,50,11,36,35,95,0,1,4,1,0,0,65,168,16
34,11,11,4,4,118,10,10,37,26,97,0,1,0,0,0,0,83,172,3
3,27,3,5,2,179,51,18,38,2,99,0,1,0,1,0,0,89,170,3
6,22,2,2,2,189,29,13,33,13,96,0,1,2,0,0,2,69,167,8
1,22,7,2,1,235,11,14,37,7,97,0,3,1,0,0,1,88,172,8
33,23,5,4,3,248,25,14,47,10,99,0,1,2,0,0,1,86,165,2
34,23,9,3,4,118,10,10,37,8,92,0,1,0,0,0,0,83,172,2
15,14,9,2,4,291,31,12,40,8,92,0,1,1,1,0,1,73,171,32
22,13,3,2,3,179,26,9,30,2,99,0,3,0,0,0,0,56,171,2
15,0,11,3,4,291,31,12,40,22,93,1,1,1,1,0,1,73,171,0
34,10,4,2,3,118,10,10,37,11,91,0,1,0,0,0,0,83,172,8
7,23,7,5,1,279,5,14,39,3,92,0,1,2,1,1,0,68,168,2
11,26,7,3,1,289,36,13,33,7,97,0,1,2,1,0,1,90,172,4
3,28,11,3,4,179,51,18,38,26,97,0,1,0,1,0,0,89,170,1
30,11,2,4,2,157,27,6,29,13,96,0,1,0,1,1,0,75,185,16
22,12,1,5,2,179,26,9,30,32,96,0,3,0,0,0,0,56,171,16
3,21,11,3,4,179,51,18,38,22,93,0,1,0,1,0,0,89,170,1
11,13,5,4,3,289,36,13,33,37,92,0,1,2,1,0,1,90,172,8
36,23,6,4,1,118,13,18,50,15,95,0,1,1,1,0,0,98,178,2
36,13,6,4,3,118,13,18,50,36,94,0,1,1,1,0,0,98,178,8
3,27,1,6,2,179,51,18,38,32,96,0,1,0,1,0,0,89,170,2
3,27,2,2,2,179,51,18,38,18,97,0,1,0,1,0,0,89,170,2
28,23,12,3,4,225,26,9,28,25,98,0,1,1,0,0,2,69,169,2
14,25,7,6,1,155,12,14,34,24,98,0,1,2,1,0,0,95,196,2
24,10,6,3,3,246,25,16,41,36,94,0,1,0,1,0,0,67,170,24
36,5,5,3,3,118,13,18,50,5,99,0,1,1,1,0,0,98,178,3
10,22,11,3,4,361,52,3,28,22,93,0,1,1,1,0,4,80,172,8
5,26,5,4,3,235,20,13,43,5,99,0,1,1,1,0,0,106,167,8
11,18,8,4,1,289,36,13,33,1,92,0,1,2,1,0,1,90,172,8
3,10,2,5,2,179,51,18,38,13,96,0,1,0,1,0,0,89,170,8
29,22,5,6,3,225,15,15,41,5,99,0,4,2,1,0,2,94,182,8
3,28,4,4,3,179,51,18,38,6,98,0,1,0,1,0,0,89,170,8
3,28,11,6,4,179,51,18,38,22,93,0,1,0,1,0,0,89,170,1
20,1,7,2,1,260,50,11,36,7,97,0,1,4,1,0,0,65,168,8
33,25,3,3,2,248,25,14,47,2,99,0,1,2,0,0,1,86,165,3
36,0,5,3,3,118,13,18,50,5,99,1,1,1,1,0,0,98,178,0
3,28,12,2,2,179,51,18,38,4,93,0,1,0,1,0,0,89,170,3
29,28,2,6,2,225,15,15,41,18,97,0,4,2,1,0,2,94,182,2
15,28,10,3,4,291,31,12,40,20,88,0,1,1,1,0,1,73,171,4
17,18,12,6,4,179,22,17,40,25,98,0,2,2,0,1,0,63,170,2
20,28,12,6,4,260,50,11,36,16,97,0,1,4,1,0,0,65,168,3
6,13,4,5,3,189,29,13,33,11,91,0,1,2,0,0,2,69,167,8
1,19,8,5,1,235,11,14,37,21,94,0,3,1,0,0,1,88,172,8
3,13,2,5,2,179,51,18,38,18,97,0,1,0,1,0,0,89,170,8
3,28,1,4,2,179,51,18,38,34,100,0,1,0,1,0,0,89,170,1
3,23,11,5,4,179,51,18,38,30,93,0,1,0,1,0,0,89,170,1
30,25,7,2,1,157,27,6,29,24,98,0,1,0,1,1,0,75,185,3
36,19,6,5,3,118,13,18,50,23,96,0,1,1,1,0,0,98,178,24
36,23,12,4,4,118,13,18,50,16,97,0,1,1,1,0,0,98,178,2
28,14,11,5,4,225,26,9,28,22,93,0,1,1,0,0,2,69,169,3
34,19,12,3,4,118,10,10,37,16,97,0,1,0,0,0,0,83,172,64
3,27,2,6,2,179,51,18,38,18,97,0,1,0,1,0,0,89,170,2
20,23,8,6,1,260,50,11,36,1,92,0,1,4,1,0,0,65,168,4
11,26,1,2,2,289,36,13,33,34,100,0,1,2,1,0,1,90,172,8
25,6,10,2,4,235,16,8,32,27,91,0,3,0,0,0,0,75,178,8
3,27,3,5,2,179,51,18,38,2,99,0,1,0,1,0,0,89,170,3
34,13,11,5,4,118,10,10,37,22,93,0,1,0,0,0,0,83,172,2
3,23,9,3,1,179,51,18,38,8,92,0,1,0,1,0,0,89,170,4
28,25,2,3,2,225,26,9,28,18,97,0,1,1,0,0,2,69,169,2
33,25,8,2,1,248,25,14,47,21,94,0,1,2,0,0,1,86,165,2
24,28,6,3,3,246,25,16,41,15,95,0,1,0,1,0,0,67,170,3
3,27,2,2,2,179,51,18,38,18,97,0,1,0,1,0,0,89,170,2
21,0,6,2,3,268,11,8,33,23,96,1,2,0,0,0,0,79,178,0
22,23,8,5,1,179,26,9,30,21,94,0,3,0,0,0,0,56,171,1
20,13,7,6,1,260,50,11,36,3,92,0,1,4,1,0,0,65,168,8
28,23,10,6,4,225,26,9,28,14,93,0,1,1,0,0,2,69,169,3
10,22,7,3,1,361,52,3,28,24,98,0,1,1,1,0,4,80,172,8
20,28,4,6,3,260,50,11,36,6,98,0,1,4,1,0,0,65,168,4
34,18,3,3,2,118,10,10,37,9,98,0,1,0,0,0,0,83,172,8
22,27,6,4,3,179,26,9,30,23,96,0,3,0,0,0,0,56,171,3
15,23,10,6,4,291,31,12,40,27,91,0,1,1,1,0,1,73,171,1
14,28,4,3,3,155,12,14,34,33,96,0,1,2,1,0,0,95,196,1
3,27,2,4,2,179,51,18,38,13,96,0,1,0,1,0,0,89,170,3
21,7,7,2,1,268,11,8,33,3,92,0,2,0,0,0,0,79,178,8
34,11,4,4,3,118,10,10,37,6,98,0,1,0,0,0,0,83,172,2
34,11,11,2,4,118,10,10,37,26,97,0,1,0,0,0,0,83,172,8
3,27,2,4,2,179,51,18,38,18,97,0,1,0,1,0,0,89,170,2
20,23,7,6,1,260,50,11,36,7,97,0,1,4,1,0,0,65,168,4
34,27,1,3,2,118,10,10,37,31,95,0,1,0,0,0,0,83,172,2
15,23,11,5,4,291,31,12,40,30,93,0,1,1,1,0,1,73,171,3
12,22,6,5,1,233,51,1,31,23,96,0,2,1,1,0,8,68,178,8
34,28,8,3,1,118,10,10,37,12,93,0,1,0,0,0,0,83,172,4
15,3,1,4,2,291,31,12,40,34,100,0,1,1,1,0,1,73,171,8
34,26,7,6,1,118,10,10,37,3,92,0,1,0,0,0,0,83,172,8
18,10,8,4,1,330,16,4,28,1,92,0,2,0,0,0,0,84,182,8
28,23,9,3,4,225,26,9,28,8,92,0,1,1,0,0,2,69,169,2
18,1,7,3,1,330,16,4,28,24,98,0,2,0,0,0,0,84,182,8
34,27,1,3,2,118,10,10,37,31,95,0,1,0,0,0,0,83,172,2
3,27,3,5,3,179,51,18,38,2,99,0,1,0,1,0,0,89,170,3
5,26,11,2,4,235,20,13,43,26,97,0,1,1,1,0,0,106,167,8
3,23,9,2,1,179,51,18,38,17,87,0,1,0,1,0,0,89,170,4
34,27,1,4,2,118,10,10,37,31,95,0,1,0,0,0,0,83,172,2
11,26,10,4,4,289,36,13,33,14,93,0,1,2,1,0,1,90,172,8
24,1,2,4,2,246,25,16,41,29,99,0,1,0,1,0,0,67,170,8
14,23,4,5,3,155,12,14,34,33,96,0,1,2,1,0,0,95,196,1
26,15,7,2,1,300,26,13,43,3,92,0,1,2,1,1,1,77,175,8
29,0,9,2,4,225,26,9,28,8,92,1,1,1,0,0,2,69,169,0
17,17,3,3,2,179,22,17,40,35,95,0,2,2,0,1,0,63,170,8
24,19,6,2,3,246,25,16,41,36,94,0,1,0,1,0,0,67,170,8
14,28,5,2,3,155,12,14,34,37,92,0,1,2,1,0,0,95,196,2
23,22,6,5,3,378,49,11,36,23,96,0,1,2,0,1,4,65,174,8
22,27,4,6,3,179,26,9,30,11,91,0,3,0,0,0,0,56,171,2
3,28,10,4,4,179,51,18,38,20,88,0,1,0,1,0,0,89,170,1
3,23,8,2,1,179,51,18,38,1,92,0,1,0,1,0,0,89,170,2
3,28,6,2,3,179,51,18,38,15,95,0,1,0,1,0,0,89,170,3
28,25,2,5,2,225,26,9,28,18,97,0,1,1,0,0,2,69,169,3
3,27,2,6,2,179,51,18,38,18,97,0,1,0,1,0,0,89,170,2
14,10,5,2,3,155,12,14,34,5,99,0,1,2,1,0,0,95,196,48
28,27,1,3,2,225,26,9,28,31,95,0,1,1,0,0,2,69,169,2
22,23,7,5,1,179,26,9,30,3,92,0,3,0,0,0,0,56,171,2
22,23,12,3,4,179,26,9,30,4,93,0,3,0,0,0,0,56,171,1
15,28,10,4,4,291,31,12,40,27,91,0,1,1,1,0,1,73,171,2
10,22,7,6,1,361,52,3,28,3,92,0,1,1,1,0,4,80,172,8
26,13,8,5,1,300,26,13,43,21,94,0,1,2,1,1,1,77,175,1
17,21,11,5,4,179,22,17,40,30,93,0,2,2,0,1,0,63,170,8
20,28,8,2,1,260,50,11,36,12,93,0,1,4,1,0,0,65,168,3
22,13,6,5,3,179,26,9,30,23,96,0,3,0,0,0,0,56,171,2
